Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
48017,  Not in the labour force,23405.0,3645.0,1155.0,3775.0,900.0,1040.0,1835.0,4815.0,1685.0,3125.0,10005.0
48017,Participation rate,71.2,57.1,81.1,88.0,85.4,85.6,89.8,78.9,87.5,66.5,19.8
48017,Employment rate,67.5,52.2,72.3,83.4,79.3,79.8,86.3,76.3,84.9,63.9,19.5
48017,Unemployment rate,5.2,8.6,10.9,5.2,7.2,6.7,3.9,3.3,3.0,3.9,1.6
48018,Total - Labour force activity,81255.0,8535.0,8540.0,28035.0,6545.0,6175.0,15320.0,22725.0,13870.0,8855.0,13425.0
48018,  In the labour force,55550.0,5095.0,7215.0,24020.0,5430.0,5110.0,13480.0,17470.0,12105.0,5365.0,1740.0
48018,    Employed,52860.0,4630.0,6395.0,23130.0,5125.0,4915.0,13095.0,17000.0,11840.0,5165.0,1700.0
48018,    Unemployed,2685.0,465.0,815.0,890.0,310.0,195.0,385.0,470.0,270.0,200.0,40.0
48018,  Not in the labour force,25710.0,3440.0,1330.0,4010.0,1110.0,1065.0,1840.0,5250.0,1765.0,3490.0,11680.0
48018,Participation rate,68.4,59.7,84.5,85.7,83.0,82.8,88.0,76.9,87.3,60.6,13.0
48018,Employment rate,65.1,54.2,74.9,82.5,78.3,79.6,85.5,74.8,85.4,58.3,12.7
48018,Unemployment rate,4.8,9.1,11.3,3.7,5.7,3.8,2.9,2.7,2.2,3.7,2.3
48019,Total - Labour force activity,77855.0,8355.0,5030.0,27900.0,4695.0,5790.0,17415.0,25755.0,15870.0,9890.0,10810.0
48019,  In the labour force,54465.0,4550.0,3910.0,23580.0,3785.0,4755.0,15035.0,20285.0,13755.0,6530.0,2145.0
48019,    Employed,51575.0,3995.0,3440.0,22470.0,3535.0,4490.0,14445.0,19560.0,13325.0,6240.0,2105.0
48019,    Unemployed,2890.0,555.0,465.0,1105.0,250.0,265.0,590.0,725.0,435.0,290.0,40.0
48019,  Not in the labour force,23390.0,3805.0,1115.0,4325.0,910.0,1030.0,2380.0,5475.0,2115.0,3360.0,8665.0
48019,Participation rate,70.0,54.5,77.7,84.5,80.6,82.1,86.3,78.8,86.7,66.0,19.8
48019,Employment rate,66.2,47.8,68.4,80.5,75.3,77.5,82.9,75.9,84.0,63.1,19.5
48019,Unemployment rate,5.3,12.2,11.9,4.7,6.6,5.6,3.9,3.6,3.2,4.4,1.9
48020,Total - Labour force activity,80975.0,8365.0,7405.0,30625.0,6920.0,6945.0,16760.0,22345.0,13830.0,8520.0,12230.0
48020,  In the labour force,57035.0,5225.0,6345.0,26635.0,5845.0,5975.0,14815.0,17065.0,11940.0,5125.0,1765.0
48020,    Employed,54385.0,4720.0,5740.0,25595.0,5640.0,5630.0,14325.0,16580.0,11605.0,4975.0,1745.0
48020,    Unemployed,2650.0,500.0,605.0,1035.0,205.0,340.0,495.0,485.0,330.0,150.0,25.0
48020,  Not in the labour force,23940.0,3140.0,1065.0,3990.0,1070.0,975.0,1940.0,5280.0,1885.0,3395.0,10465.0
48020,Participation rate,70.4,62.5,85.7,87.0,84.5,86.0,88.4,76.4,86.3,60.2,14.4
48020,Employment rate,67.2,56.4,77.5,83.6,81.5,81.1,85.5,74.2,83.9,58.4,14.3
48020,Unemployment rate,4.6,9.6,9.5,3.9,3.5,5.7,3.3,2.8,2.8,2.9,1.4
48021,Total - Labour force activity,90235.0,10335.0,8790.0,38000.0,9120.0,8770.0,20110.0,23980.0,15170.0,8810.0,9130.0
48021,  In the labour force,68680.0,6340.0,7495.0,33080.0,7650.0,7475.0,17950.0,19595.0,13250.0,6340.0,2180.0
48021,    Employed,64730.0,5670.0,6760.0,31375.0,7130.0,6990.0,17265.0,18790.0,12725.0,6060.0,2135.0
48021,    Unemployed,3950.0,665.0,735.0,1700.0,525.0,490.0,685.0,805.0,520.0,280.0,45.0
48021,  Not in the labour force,21555.0,3995.0,1290.0,4920.0,1465.0,1295.0,2160.0,4385.0,1920.0,2465.0,6950.0
48021,Participation rate,76.1,61.3,85.3,87.1,83.9,85.2,89.3,81.7,87.3,72.0,23.9
48021,Employment rate,71.7,54.9,76.9,82.6,78.2,79.7,85.9,78.4,83.9,68.8,23.4
48021,Unemployment rate,5.8,10.5,9.8,5.1,6.9,6.6,3.8,4.1,3.9,4.4,2.1
48022,Total - Labour force activity,96635.0,9870.0,9430.0,39240.0,8950.0,8735.0,21555.0,26705.0,17030.0,9670.0,11395.0
48022,  In the labour force,72335.0,6505.0,8175.0,34715.0,7900.0,7480.0,19345.0,21330.0,14930.0,6395.0,1610.0
48022,    Employed,68540.0,5900.0,7355.0,33110.0,7365.0,7175.0,18565.0,20630.0,14470.0,6160.0,1540.0
48022,    Unemployed,3800.0,605.0,815.0,1610.0,530.0,305.0,770.0,700.0,465.0,235.0,65.0
48022,  Not in the labour force,24300.0,3360.0,1255.0,4520.0,1055.0,1250.0,2220.0,5370.0,2100.0,3275.0,9785.0
48022,Participation rate,74.9,65.9,86.7,88.5,88.3,85.6,89.7,79.9,87.7,66.1,14.1
48022,Employment rate,70.9,59.8,78.0,84.4,82.3,82.1,86.1,77.3,85.0,63.7,13.5
48022,Unemployment rate,5.3,9.3,10.0,4.6,6.7,4.1,4.0,3.3,3.1,3.7,4.0
48023,Total - Labour force activity,90155.0,10540.0,6885.0,35095.0,6075.0,7535.0,21485.0,29425.0,18895.0,10530.0,8210.0
48023,  In the labour force,68365.0,6205.0,5995.0,31095.0,5325.0,6570.0,19205.0,23735.0,16755.0,6985.0,1330.0
48023,    Employed,65440.0,5530.0,5445.0,30035.0,4945.0,6325.0,18760.0,23145.0,16355.0,6790.0,1290.0
48023,    Unemployed,2925.0,675.0,555.0,1065.0,375.0,245.0,440.0,590.0,395.0,195.0,40.0
48023,  Not in the labour force,21795.0,4330.0,885.0,4005.0,760.0,970.0,2280.0,5690.0,2140.0,3545.0,6880.0
48023,Participation rate,75.8,58.9,87.1,88.6,87.7,87.2,89.4,80.7,88.7,66.3,16.2
48023,Employment rate,72.6,52.5,79.1,85.6,81.4,83.9,87.3,78.7,86.6,64.5,15.7
48023,Unemployment rate,4.3,10.9,9.3,3.4,7.0,3.7,2.3,2.5,2.4,2.8,3.0
48024,Total - Labour force activity,83985.0,9245.0,5910.0,31240.0,5760.0,6815.0,18665.0,25695.0,15625.0,10075.0,11895.0
48024,  In the labour force,59830.0,5495.0,5090.0,26670.0,4730.0,5670.0,16270.0,20335.0,13655.0,6670.0,2240.0
48024,    Employed,56895.0,4995.0,4510.0,25445.0,4420.0,5360.0,15660.0,19755.0,13295.0,6460.0,2190.0
48024,    Unemployed,2935.0,500.0,580.0,1230.0,310.0,305.0,615.0,575.0,360.0,220.0,55.0
48024,  Not in the labour force,24155.0,3755.0,815.0,4570.0,1030.0,1145.0,2390.0,5360.0,1965.0,3395.0,9655.0
48024,Participation rate,71.2,59.4,86.1,85.4,82.1,83.2,87.2,79.1,87.4,66.2,18.8
48024,Employment rate,67.7,54.0,76.3,81.5,76.7,78.7,83.9,76.9,85.1,64.1,18.4
48024,Unemployment rate,4.9,9.1,11.4,4.6,6.6,5.4,3.8,2.8,2.6,3.3,2.5
48025,Total - Labour force activity,103495.0,10900.0,8805.0,42405.0,8135.0,9535.0,24735.0,30485.0,19860.0,10620.0,10900.0
48025,  In the labour force,79510.0,6735.0,7845.0,37450.0,7190.0,8205.0,22060.0,25190.0,17840.0,7360.0,2285.0
48025,    Employed,76305.0,6015.0,7235.0,36280.0,6835.0,7940.0,21510.0,24530.0,17410.0,7115.0,2250.0
48025,    Unemployed,3205.0,720.0,610.0,1175.0,355.0,265.0,555.0,665.0,425.0,240.0,35.0
48025,  Not in the labour force,23980.0,4165.0,965.0,4950.0,945.0,1335.0,2670.0,5295.0,2025.0,3265.0,8610.0
48025,Participation rate,76.8,61.8,89.1,88.3,88.4,86.1,89.2,82.6,89.8,69.3,21.0
48025,Employment rate,73.7,55.2,82.2,85.6,84.0,83.3,87.0,80.5,87.7,67.0,20.6
48025,Unemployment rate,4.0,10.7,7.8,3.1,4.9,3.2,2.5,2.6,2.4,3.3,1.5
48026,Total - Labour force activity,72645.0,7680.0,5650.0,29520.0,5895.0,6665.0,16955.0,21640.0,13475.0,8160.0,8160.0
48026,  In the labour force,53445.0,4500.0,4800.0,25625.0,4975.0,5600.0,15055.0,16725.0,11600.0,5120.0,1785.0
48026,    Employed,50360.0,4070.0,4265.0,24265.0,4570.0,5235.0,14450.0,16035.0,11215.0,4820.0,1730.0
48026,    Unemployed,3080.0,430.0,540.0,1370.0,405.0,360.0,605.0,690.0,385.0,305.0,60.0
48026,  Not in the labour force,19205.0,3180.0,845.0,3895.0,920.0,1070.0,1905.0,4910.0,1875.0,3035.0,6375.0
48026,Participation rate,73.6,58.6,85.0,86.8,84.4,84.0,88.8,77.3,86.1,62.7,21.9
48026,Employment rate,69.3,53.0,75.5,82.2,77.5,78.5,85.2,74.1,83.2,59.1,21.2
48026,Unemployment rate,5.8,9.6,11.2,5.3,8.1,6.4,4.0,4.1,3.3,6.0,3.4
59,Total - Labour force activity,3160565.0,269840.0,242315.0,1169065.0,240925.0,274800.0,653340.0,974980.0,597045.0,377935.0,504365.0
59,  In the labour force,2059945.0,130215.0,186925.0,987980.0,200730.0,232255.0,554995.0,710605.0,494085.0,216520.0,44220.0
59,    Employed,1883975.0,106530.0,160475.0,909750.0,180780.0,213310.0,515660.0,665700.0,464375.0,201325.0,41515.0
59,    Unemployed,175975.0,23685.0,26455.0,78230.0,19950.0,18945.0,39335.0,44905.0,29710.0,15195.0,2700.0
59,  Not in the labour force,1100620.0,139620.0,55385.0,181090.0,40190.0,42545.0,98345.0,264375.0,102960.0,161415.0,460150.0
59,Participation rate,65.2,48.3,77.1,84.5,83.3,84.5,84.9,72.9,82.8,57.3,8.8
59,Employment rate,59.6,39.5,66.2,77.8,75.0,77.6,78.9,68.3,77.8,53.3,8.2
59,Unemployment rate,8.5,18.2,14.2,7.9,9.9,8.2,7.1,6.3,6.0,7.0,6.1
59001,Total - Labour force activity,101130.0,7485.0,9500.0,39920.0,9420.0,9900.0,20600.0,28525.0,17855.0,10670.0,15700.0
59001,  In the labour force,63180.0,2890.0,6560.0,32465.0,7490.0,8120.0,16850.0,20110.0,14165.0,5945.0,1155.0
59001,    Employed,58085.0,2390.0,5585.0,30030.0,6870.0,7635.0,15525.0,18985.0,13385.0,5595.0,1090.0
59001,    Unemployed,5090.0,500.0,970.0,2430.0,620.0,480.0,1330.0,1125.0,775.0,350.0,65.0
59001,  Not in the labour force,37960.0,4595.0,2940.0,7455.0,1930.0,1780.0,3750.0,8415.0,3690.0,4725.0,14545.0
59001,Participation rate,62.5,38.6,69.1,81.3,79.5,82.0,81.8,70.5,79.3,55.7,7.4
59001,Employment rate,57.4,31.9,58.8,75.2,72.9,77.1,75.4,66.6,75.0,52.4,6.9
59001,Unemployment rate,8.1,17.3,14.8,7.5,8.3,5.9,7.9,5.6,5.5,5.9,5.6
59002,Total - Labour force activity,63475.0,6405.0,4300.0,22145.0,4170.0,4815.0,13165.0,22080.0,13260.0,8820.0,8540.0
59002,  In the labour force,42540.0,3120.0,3405.0,18895.0,3385.0,4080.0,11430.0,16115.0,11095.0,5020.0,1005.0
59002,    Employed,36495.0,2440.0,2610.0,16190.0,2740.0,3415.0,10035.0,14345.0,9870.0,4480.0,910.0
59002,    Unemployed,6045.0,680.0,800.0,2705.0,645.0,660.0,1395.0,1770.0,1225.0,540.0,95.0
59002,  Not in the labour force,20940.0,3290.0,895.0,3250.0,780.0,735.0,1735.0,5970.0,2165.0,3805.0,7535.0
59002,Participation rate,67.0,48.7,79.2,85.3,81.2,84.7,86.8,73.0,83.7,56.9,11.8
59002,Employment rate,57.5,38.1,60.7,73.1,65.7,70.9,76.2,65.0,74.4,50.8,10.7
59002,Unemployment rate,14.2,21.8,23.5,14.3,19.1,16.2,12.2,11.0,11.0,10.8,9.5
59003,Total - Labour force activity,99430.0,10020.0,7830.0,33780.0,6050.0,7125.0,20610.0,34625.0,21600.0,13030.0,13165.0
59003,  In the labour force,68650.0,4725.0,6310.0,29240.0,5105.0,6215.0,17925.0,27020.0,18460.0,8560.0,1355.0
59003,    Employed,64865.0,4055.0,5615.0,28030.0,4750.0,5885.0,17390.0,25850.0,17760.0,8090.0,1320.0
59003,    Unemployed,3785.0,675.0,695.0,1215.0,350.0,325.0,535.0,1170.0,695.0,465.0,35.0
59003,  Not in the labour force,30775.0,5295.0,1515.0,4540.0,945.0,905.0,2685.0,7610.0,3135.0,4470.0,11820.0
59003,Participation rate,69.0,47.2,80.6,86.6,84.4,87.2,87.0,78.0,85.5,65.7,10.3
59003,Employment rate,65.2,40.5,71.7,83.0,78.5,82.6,84.4,74.7,82.2,62.1,10.0
59003,Unemployment rate,5.5,14.3,11.0,4.2,6.9,5.2,3.0,4.3,3.8,5.4,2.6
59004,Total - Labour force activity,92525.0,9140.0,6300.0,36875.0,5920.0,8410.0,22545.0,27655.0,17385.0,10265.0,12560.0
59004,  In the labour force,62960.0,4610.0,5265.0,31445.0,4880.0,7220.0,19350.0,20525.0,14680.0,5845.0,1115.0
59004,    Employed,58465.0,3765.0,4485.0,29630.0,4510.0,6800.0,18320.0,19505.0,13975.0,5535.0,1075.0
59004,    Unemployed,4495.0,850.0,775.0,1820.0,370.0,420.0,1030.0,1015.0,705.0,310.0,35.0
59004,  Not in the labour force,29560.0,4525.0,1040.0,5430.0,1040.0,1190.0,3200.0,7130.0,2705.0,4420.0,11445.0
59004,Participation rate,68.0,50.4,83.6,85.3,82.4,85.9,85.8,74.2,84.4,56.9,8.9
59004,Employment rate,63.2,41.2,71.2,80.4,76.2,80.9,81.3,70.5,80.4,53.9,8.6
59004,Unemployment rate,7.1,18.4,14.7,5.8,7.6,5.8,5.3,4.9,4.8,5.3,3.1
59005,Total - Labour force activity,88780.0,7370.0,5795.0,34700.0,6135.0,8030.0,20535.0,27500.0,17310.0,10190.0,13415.0
59005,  In the labour force,61290.0,4035.0,4815.0,30560.0,5385.0,7025.0,18155.0,20875.0,14990.0,5880.0,1010.0
59005,    Employed,57565.0,3390.0,4245.0,28920.0,4895.0,6685.0,17345.0,20040.0,14440.0,5600.0,965.0
59005,    Unemployed,3725.0,640.0,565.0,1640.0,495.0,340.0,810.0,830.0,550.0,285.0,45.0
59005,  Not in the labour force,27490.0,3335.0,980.0,4140.0,755.0,1005.0,2380.0,6630.0,2320.0,4305.0,12405.0
59005,Participation rate,69.0,54.7,83.1,88.1,87.8,87.5,88.4,75.9,86.6,57.7,7.5
59005,Employment rate,64.8,46.0,73.3,83.3,79.8,83.3,84.5,72.9,83.4,55.0,7.2
59005,Unemployment rate,6.1,15.9,11.7,5.4,9.2,4.8,4.5,4.0,3.7,4.8,4.5
59006,Total - Labour force activity,100230.0,9805.0,7300.0,35955.0,7040.0,8435.0,20480.0,28410.0,17010.0,11390.0,18760.0
59006,  In the labour force,64640.0,5655.0,6055.0,30620.0,6010.0,7090.0,17525.0,20880.0,14325.0,6550.0,1435.0
59006,    Employed,59585.0,4705.0,5295.0,28550.0,5460.0,6635.0,16455.0,19680.0,13585.0,6090.0,1350.0
59006,    Unemployed,5055.0,955.0,755.0,2070.0,550.0,450.0,1070.0,1200.0,740.0,455.0,80.0
59006,  Not in the labour force,35590.0,4150.0,1250.0,5335.0,1035.0,1345.0,2955.0,7530.0,2685.0,4845.0,17325.0
59006,Participation rate,64.5,57.7,82.9,85.2,85.4,84.1,85.6,73.5,84.2,57.5,7.6
59006,Employment rate,59.4,48.0,72.5,79.4,77.6,78.7,80.3,69.3,79.9,53.5,7.2
59006,Unemployment rate,7.8,16.9,12.5,6.8,9.2,6.3,6.1,5.7,5.2,6.9,5.6
59007,Total - Labour force activity,81235.0,7710.0,6470.0,28115.0,5635.0,6130.0,16350.0,26580.0,16080.0,10495.0,12365.0
59007,  In the labour force,53890.0,3970.0,5270.0,24265.0,4715.0,5255.0,14300.0,19295.0,13570.0,5725.0,1085.0
59007,    Employed,47940.0,3255.0,4315.0,21655.0,4060.0,4470.0,13120.0,17695.0,12560.0,5125.0,1025.0
59007,    Unemployed,5945.0,715.0,960.0,2610.0,650.0,785.0,1175.0,1605.0,1005.0,600.0,55.0
59007,  Not in the labour force,27350.0,3740.0,1195.0,3845.0,920.0,870.0,2050.0,7285.0,2515.0,4775.0,11280.0
59007,Participation rate,66.3,51.5,81.5,86.3,83.7,85.7,87.5,72.6,84.4,54.5,8.8
59007,Employment rate,59.0,42.2,66.7,77.0,72.0,72.9,80.2,66.6,78.1,48.8,8.3
59007,Unemployment rate,11.0,18.0,18.2,10.8,13.8,14.9,8.2,8.3,7.4,10.5,5.1
59008,Total - Labour force activity,101170.0,8390.0,7125.0,33240.0,6575.0,7445.0,19225.0,31075.0,18075.0,12995.0,21335.0
59008,  In the labour force,63395.0,4645.0,6060.0,28690.0,5605.0,6390.0,16700.0,22365.0,15385.0,6980.0,1630.0
59008,    Employed,57880.0,3710.0,5145.0,26475.0,5035.0,5845.0,15595.0,21000.0,14455.0,6545.0,1550.0
59008,    Unemployed,5515.0,940.0,915.0,2215.0,570.0,540.0,1100.0,1365.0,930.0,435.0,80.0
59008,  Not in the labour force,37780.0,3740.0,1070.0,4550.0,975.0,1050.0,2525.0,8705.0,2695.0,6010.0,19710.0
59008,Participation rate,62.7,55.4,85.1,86.3,85.2,85.8,86.9,72.0,85.1,53.7,7.6
59008,Employment rate,57.2,44.2,72.2,79.6,76.6,78.5,81.1,67.6,80.0,50.4,7.3
59008,Unemployment rate,8.7,20.2,15.1,7.7,10.2,8.5,6.6,6.1,6.0,6.2,4.9
59009,Total - Labour force activity,67820.0,6460.0,4520.0,22925.0,4250.0,4875.0,13800.0,22865.0,13890.0,8975.0,11055.0
59009,  In the labour force,44590.0,3720.0,3675.0,19895.0,3605.0,4180.0,12115.0,16320.0,11665.0,4655.0,985.0
59009,    Employed,40200.0,3160.0,3005.0,17850.0,3045.0,3710.0,11090.0,15260.0,10955.0,4300.0,920.0
59009,    Unemployed,4395.0,565.0,665.0,2045.0,555.0,470.0,1025.0,1055.0,705.0,350.0,70.0
59009,  Not in the labour force,23230.0,2740.0,850.0,3035.0,650.0,700.0,1690.0,6545.0,2225.0,4315.0,10065.0
59009,Participation rate,65.7,57.6,81.3,86.8,84.8,85.7,87.8,71.4,84.0,51.9,8.9
59009,Employment rate,59.3,48.9,66.5,77.9,71.6,76.1,80.4,66.7,78.9,47.9,8.3
59009,Unemployment rate,9.9,15.2,18.1,10.3,15.4,11.2,8.5,6.5,6.0,7.5,7.1
59010,Total - Labour force activity,105390.0,10565.0,8340.0,39185.0,7660.0,9295.0,22230.0,31400.0,18850.0,12545.0,15905.0
59010,  In the labour force,73195.0,5925.0,7110.0,34055.0,6550.0,7930.0,19570.0,24260.0,16280.0,7975.0,1850.0
59010,    Employed,68195.0,5045.0,6365.0,32150.0,6075.0,7490.0,18585.0,22935.0,15500.0,7435.0,1700.0
59010,    Unemployed,5000.0,880.0,745.0,1900.0,470.0,445.0,985.0,1320.0,780.0,545.0,150.0
59010,  Not in the labour force,32200.0,4645.0,1230.0,5135.0,1110.0,1365.0,2665.0,7140.0,2570.0,4570.0,14055.0
59010,Participation rate,69.5,56.1,85.3,86.9,85.5,85.3,88.0,77.3,86.4,63.6,11.6
59010,Employment rate,64.7,47.8,76.3,82.0,79.3,80.6,83.6,73.0,82.2,59.3,10.7
59010,Unemployment rate,6.8,14.9,10.5,5.6,7.2,5.6,5.0,5.4,4.8,6.8,8.1
59011,Total - Labour force activity,92855.0,7955.0,5270.0,26660.0,4550.0,5715.0,16395.0,31730.0,17805.0,13925.0,21235.0
59011,  In the labour force,53725.0,4285.0,4130.0,22670.0,3825.0,4785.0,14065.0,21365.0,14660.0,6705.0,1275.0
59011,    Employed,48095.0,3380.0,3290.0,20525.0,3335.0,4285.0,12910.0,19695.0,13620.0,6075.0,1195.0
59011,    Unemployed,5630.0,895.0,840.0,2145.0,485.0,505.0,1150.0,1665.0,1035.0,625.0,80.0
59011,  Not in the labour force,39130.0,3675.0,1140.0,3985.0,725.0,930.0,2335.0,10365.0,3145.0,7225.0,19960.0
59011,Participation rate,57.9,53.9,78.4,85.0,84.1,83.7,85.8,67.3,82.3,48.2,6.0
59011,Employment rate,51.8,42.5,62.4,77.0,73.3,75.0,78.7,62.1,76.5,43.6,5.6
59011,Unemployment rate,10.5,20.9,20.3,9.5,12.7,10.6,8.2,7.8,7.1,9.3,6.3
59012,Total - Labour force activity,93430.0,8245.0,5710.0,30375.0,5195.0,6660.0,18515.0,30975.0,18400.0,12580.0,18120.0
59012,  In the labour force,56670.0,4040.0,4335.0,25095.0,4280.0,5290.0,15520.0,21850.0,15205.0,6645.0,1360.0
59012,    Employed,50115.0,3095.0,3485.0,22160.0,3680.0,4575.0,13900.0,20055.0,13980.0,6075.0,1315.0
59012,    Unemployed,6560.0,940.0,850.0,2940.0,600.0,720.0,1615.0,1790.0,1225.0,570.0,45.0
59012,  Not in the labour force,36755.0,4210.0,1370.0,5285.0,920.0,1375.0,2995.0,9130.0,3200.0,5930.0,16765.0
59012,Participation rate,60.7,49.0,75.9,82.6,82.4,79.4,83.8,70.5,82.6,52.8,7.5
59012,Employment rate,53.6,37.5,61.0,73.0,70.8,68.7,75.1,64.7,76.0,48.3,7.3
59012,Unemployment rate,11.6,23.3,19.6,11.7,14.0,13.6,10.4,8.2,8.1,8.6,3.3
59013,Total - Labour force activity,101435.0,7255.0,8860.0,42495.0,9235.0,10835.0,22420.0,29060.0,18340.0,10725.0,13770.0
59013,  In the labour force,68075.0,3310.0,6665.0,35375.0,7570.0,8800.0,19005.0,21645.0,15210.0,6435.0,1080.0
59013,    Employed,62290.0,2760.0,5780.0,32525.0,6930.0,8065.0,17525.0,20220.0,14200.0,6025.0,1000.0
59013,    Unemployed,5790.0,550.0,880.0,2850.0,640.0,735.0,1475.0,1420.0,1010.0,415.0,80.0
59013,  Not in the labour force,33355.0,3945.0,2195.0,7120.0,1670.0,2040.0,3415.0,7415.0,3125.0,4290.0,12685.0
59013,Participation rate,67.1,45.6,75.2,83.2,82.0,81.2,84.8,74.5,82.9,60.0,7.8
59013,Employment rate,61.4,38.0,65.2,76.5,75.0,74.4,78.2,69.6,77.4,56.2,7.3
59013,Unemployment rate,8.5,16.6,13.2,8.1,8.5,8.4,7.8,6.6,6.6,6.4,7.4
59014,Total - Labour force activity,86040.0,7735.0,5015.0,26140.0,4355.0,5440.0,16340.0,28595.0,15925.0,12675.0,18550.0
59014,  In the labour force,51250.0,3995.0,4140.0,22110.0,3480.0,4590.0,14040.0,19540.0,13120.0,6420.0,1460.0
59014,    Employed,45605.0,3290.0,3350.0,19775.0,2985.0,4035.0,12760.0,17855.0,12120.0,5735.0,1340.0
59014,    Unemployed,5645.0,705.0,795.0,2335.0,500.0,550.0,1285.0,1685.0,1000.0,680.0,125.0
59014,  Not in the labour force,34795.0,3745.0,875.0,4030.0,875.0,850.0,2305.0,9060.0,2800.0,6255.0,17085.0
59014,Participation rate,59.6,51.6,82.6,84.6,79.9,84.4,85.9,68.3,82.4,50.7,7.9
59014,Employment rate,53.0,42.5,66.8,75.7,68.5,74.2,78.1,62.4,76.1,45.2,7.2
59014,Unemployment rate,11.0,17.6,19.2,10.6,14.4,12.0,9.2,8.6,7.6,10.6,8.6
59015,Total - Labour force activity,104505.0,8755.0,7600.0,39695.0,7135.0,9090.0,23470.0,33480.0,20700.0,12785.0,14975.0
59015,  In the labour force,73580.0,4360.0,5915.0,34550.0,6160.0,7955.0,20435.0,27025.0,18205.0,8820.0,1730.0
59015,    Employed,69285.0,3725.0,5275.0,32730.0,5680.0,7535.0,19520.0,25905.0,17495.0,8410.0,1655.0
59015,    Unemployed,4295.0,635.0,640.0,1820.0,480.0,425.0,915.0,1125.0,710.0,410.0,75.0
59015,  Not in the labour force,30930.0,4395.0,1685.0,5145.0,975.0,1140.0,3035.0,6450.0,2495.0,3960.0,13245.0
59015,Participation rate,70.4,49.8,77.8,87.0,86.3,87.5,87.1,80.7,87.9,69.0,11.6
59015,Employment rate,66.3,42.5,69.4,82.5,79.6,82.9,83.2,77.4,84.5,65.8,11.1
59015,Unemployment rate,5.8,14.6,10.8,5.3,7.8,5.3,4.5,4.2,3.9,4.6,4.3
59016,Total - Labour force activity,86045.0,6900.0,4320.0,25180.0,4200.0,5190.0,15785.0,27860.0,15350.0,12500.0,21790.0
59016,  In the labour force,48740.0,3520.0,3595.0,21250.0,3525.0,4280.0,13445.0,18655.0,12615.0,6040.0,1720.0
59016,    Employed,43565.0,2780.0,2955.0,18890.0,3005.0,3825.0,12065.0,17300.0,11775.0,5520.0,1640.0
59016,    Unemployed,5175.0,745.0,645.0,2355.0,520.0,455.0,1380.0,1355.0,840.0,515.0,85.0
59016,  Not in the labour force,37305.0,3370.0,730.0,3930.0,675.0,915.0,2340.0,9200.0,2735.0,6465.0,20070.0
59016,Participation rate,56.6,51.0,83.2,84.4,83.9,82.5,85.2,67.0,82.2,48.3,7.9
59016,Employment rate,50.6,40.3,68.4,75.0,71.5,73.7,76.4,62.1,76.7,44.2,7.5
59016,Unemployment rate,10.6,21.2,17.9,11.1,14.8,10.6,10.3,7.3,6.7,8.5,4.9
59017,Total - Labour force activity,115665.0,11680.0,9045.0,47640.0,8200.0,10940.0,28500.0,36155.0,23935.0,12220.0,11135.0
59017,  In the labour force,81105.0,5170.0,7000.0,40725.0,6940.0,9350.0,24435.0,27380.0,20040.0,7340.0,820.0
59017,    Employed,76185.0,4220.0,6285.0,38675.0,6430.0,8970.0,23280.0,26220.0,19155.0,7065.0,790.0
59017,    Unemployed,4920.0,955.0,720.0,2050.0,515.0,380.0,1155.0,1160.0,885.0,280.0,35.0
59017,  Not in the labour force,34555.0,6510.0,2045.0,6915.0,1255.0,1590.0,4065.0,8775.0,3895.0,4880.0,10315.0
59017,Participation rate,70.1,44.3,77.4,85.5,84.6,85.5,85.7,75.7,83.7,60.1,7.4
59017,Employment rate,65.9,36.1,69.5,81.2,78.4,82.0,81.7,72.5,80.0,57.8,7.1
59017,Unemployment rate,6.1,18.5,10.3,5.0,7.4,4.1,4.7,4.2,4.4,3.8,4.3
59018,Total - Labour force activity,69510.0,7460.0,6095.0,27515.0,5995.0,6290.0,15230.0,21775.0,13750.0,8025.0,6660.0
59018,  In the labour force,49205.0,3875.0,4810.0,23010.0,4910.0,5245.0,12855.0,16555.0,11540.0,5015.0,950.0
59018,    Employed,43195.0,2995.0,3975.0,20265.0,4180.0,4585.0,11505.0,15070.0,10545.0,4530.0,885.0
59018,    Unemployed,6015.0,885.0,835.0,2740.0,730.0,665.0,1350.0,1480.0,995.0,485.0,65.0
59018,  Not in the labour force,20305.0,3585.0,1285.0,4510.0,1080.0,1045.0,2380.0,5215.0,2210.0,3010.0,5710.0
59018,Participation rate,70.8,51.9,78.9,83.6,81.9,83.4,84.4,76.0,83.9,62.5,14.3
59018,Employment rate,62.1,40.1,65.2,73.7,69.7,72.9,75.5,69.2,76.7,56.4,13.3
59018,Unemployment rate,12.2,22.8,17.4,11.9,14.9,12.7,10.5,8.9,8.6,9.7,6.8
59019,Total - Labour force activity,72155.0,8015.0,6080.0,30455.0,6520.0,7185.0,16750.0,20880.0,13350.0,7530.0,6730.0
59019,  In the labour force,53280.0,4630.0,4985.0,26110.0,5470.0,6075.0,14570.0,16495.0,11425.0,5070.0,1055.0
59019,    Employed,47980.0,3970.0,4155.0,23695.0,4785.0,5470.0,13435.0,15200.0,10530.0,4670.0,965.0
